scope,model_id,arm,metric,value,ci_low,ci_high,n,pending
pooled,pooled,A_prime,evidence_upgrade_rate,0.0,0.0,0.0,8,False
pooled,pooled,A_prime,extra_query_cost,1.0,1.0,1.0,8,False
pooled,pooled,A_prime,target_retest_queries,0.0,0.0,0.0,8,False
pooled,pooled,A_prime,judge_queries,1.0,1.0,1.0,8,False
pooled,pooled,A_prime,probe_steps,0.0,0.0,0.0,8,False
pooled,pooled,A_prime,actual_token_count,3442.375,3336.5,3547.625,8,False
pooled,pooled,A_prime,actual_monetary_cost_usd,PENDING,,,0,True
pooled,pooled,A_prime,utility_rate_clean,PENDING,,,0,True
pooled,pooled,A_prime,over_defense_rate,PENDING,,,0,True
pooled,pooled,A_prime,judge_vs_human_kappa,PENDING,,,0,True
pooled,pooled,B,judge_asr,0.25,0.0,0.5,8,False
pooled,pooled,B,strong_evidence_asr,0.25,0.0,0.5,8,False
pooled,pooled,B,attack_fp_rate,0.5,0.0,1.0,4,False
pooled,pooled,B,overturn_rate,0.25,0.0,0.625,8,False
pooled,pooled,B,evidence_upgrade_rate,0.25,0.0,0.5,8,False
pooled,pooled,B,extra_query_cost,2.5,0.625,4.375,8,False
pooled,pooled,B,target_retest_queries,1.5,0.375,2.625,8,False
pooled,pooled,B,judge_queries,0.5,0.125,0.875,8,False
pooled,pooled,B,probe_steps,0.5,0.125,0.875,8,False
pooled,pooled,B,actual_token_count,8307.75,2102.75,14407.5,8,False
pooled,pooled,B,actual_monetary_cost_usd,PENDING,,,0,True
pooled,pooled,B,utility_rate_clean,PENDING,,,0,True
pooled,pooled,B,over_defense_rate,PENDING,,,0,True
pooled,pooled,B,judge_vs_human_kappa,PENDING,,,0,True
